layer,name,address,city,state,zip,phone,website,mission_description,longitude,latitude
Public Art Inventory,Mining Artifact sculpture -- Nevada Union High School,11761 Ridge Rd.,Grass Valley,CA,95945,,,"Donated by Adelaide Tibessart  Plaque reads: ""Pelton water wheel. Donated by Adelaide Tibessart in memory of her father, Thomas N. Coan, miner and pioneer of Indian Flat.",-121.054559878693,39.2415447848791
Public Art Inventory,"Stained Glass -- Lower waiting area lobby, Sierra Nevada Memorial Hospital",155 Glasson Way,Grass Valley,CA,95945,,,Artist: Pamela Mengers Hodges  In chapel which is off the hallway when you come into the main entrance.,-121.046873519423,39.2285037341059
Public Art Inventory,Fountain sculpture at Pioneer Park,421 Nimrod St.,Nevada City,CA ,95959,,,"Design: Francis Lloyd, Sculptor: Norman Grag. The fountain was installed in 1976 with funds from the John J. Looser estate. The fountain was designed by architect Francis Lloyd and the metal sculpture was created by artist Norman Grag. The fountain was placed in the middle of an existing city street that ran through the park. The placement of the fountain resulted in an intentional redirection of the road. ",-121.012456750422,39.2591615295895
Public Art Inventory,Mural at Pioneer Park swimming pool,421 Nimrod St.,Nevada City,CA ,95959,,,"Artist: Jordan Mal did the project in 2016 as her Senior Project. Mural on the wall at the swimming pool -- serves as a painting and safety signage.  The wave on the wall matches the depth of the swimming pool, so if a child stands by the wall and the wave is over their head, they know that if they walk straight from that spot into the poolду_the water will be over their head.",-121.012456750422,39.2591615295895
Public Art Inventory,Robinson Plaza -- Mining sculptures: Pelton Water Wheel and Five Stamp Mill,132 Main St.,Nevada City,CA ,95959,,,"Pelton Water Wheel: Gift from PGE and Nevada City, dedicated Sept 17 1987. Pelton Water Wheel was in continuous use at PGE Drum Power House No. 4 from 1928-1987. 12 ft diameter, 15 tons.  Five-Stamp Mill: (1893) used to crush gold ore at Fortuna Mine near Nevada City. Donated to Nevada City by Bill Magers. Dedicated July 4, 1982 ",-121.017171559987,39.2630851993748
Public Art Inventory,Robinson Plaza -- Metal sculpture,132 Main St.,Nevada City,CA ,95959,,,"Artist:  Miriam Morris. Sculpture designed to block electrical boxes.",-121.017171559987,39.2630851993748
Public Art Inventory,Calanan Park -- Metal sculpture,211 Broad St.,Nevada City,CA ,95959,,,"Artist:  Miriam Morris. Like Robinson Plaza, a metal sculpture designed to block electrical box.",-121.017927509367,39.262385998362
Public Art Inventory,"Calanan Park -- old mining core, hydro monitor ",211 Broad St.,Nevada City,CA ,95959,,,Shaft Drill Core Monitor,-121.017927509367,39.262385998362
Public Art Inventory,Chinese Monument,412 Commercial St,Nevada City,CA ,95959,,,"The  Chinese Monument consists of a large rock, babbling fountain and dual plaques in English and old Chinese characters, all surrounded by natural landscaping.",-121.019990333212,39.2634313659402
Public Art Inventory,Madelyn Helling Library - sculpture ,980 Helling Way,Nevada City,CA ,95959,,,,-121.024622440279,39.2699718303207
Public Art Inventory,"""Ma Trux"" Mural at Mother Truckers",13224 Tyler Foote Rd.,Nevada City,CA,95959,,,"Artist:   David Randolf Griffis.  David says ""I painted the ma trux mural 16 years ago for a roast beef sandwich.""  Mother Trucker's is like ""the town square of the ridge.""",-121.065065260021,39.3530173612798
Public Art Inventory,Murals: Grizzly Hills School,16661 Old Mill Rd,Nevada City,CA,95959,,,Murals: (1) ceramic birds of the ridge  (2) Gary Snyder quote,-120.995754349191,39.3734536091797
Public Art Inventory,North San Juan Post Office Mural,20092 Oak Tree Rd,North San Juan,CA,95960,,,Artist: Andrea Eiermann. ,-121.102044520981,39.3704868094061
Public Art Inventory,"""The Eyes of North San Juan""  Community Center mural project",,North San Juan,CA,95960,,,"By Grace Mack (Gem Visuals) with the help of 3 young ladies: Starlight (14,) Paisley (10) and Shyla (8.)Located in front of the Community Center facing the 49 @29190 Hwy 49, North San Juan",-121.161225999922,39.3058320998273
Public Art Inventory,Oak Tree Pumphouse Mural,18841 Oak Tree Rd,North San Juan,CA,95960,,,"Artist: Grace Mack, Gem Visuals. Completed September 2016",-121.084055007324,39.3628250766748
Public Art Inventory,The Oak Tree Library Mural,18841 Oak Tree Rd,North San Juan,CA,95960,,,"Artist: Grace Mack, Gem Visuals. First two sides completed August 2017. Third wall completed May 2018",-121.084055007324,39.3628250766748
Public Art Inventory,"""Life Cycle of the Monarch"" mural project",29190 Hwy 49,North San Juan,CA,95960,,,"Concept: Avani Patrick. Four images designed by Grace Mack Gem Visuals, then transferred (with help from Stephanie Hubbard and Avani Patrick) to prepared plywood. The whole community was invited to come together to paint it.",-121.107613615806,39.3682089273551
Public Art Inventory,The Community Center Sign,29190 Hwy 49,North San Juan,CA,95960,,,"Artist: Grace Mack, Gem Visuals. Hand painted, two sided, 40 sq ft. Both faces of the sign (about 20 sq ft each) were individually hand painted over the spring and summer, then set into this frame by Avani Patrick, Nikko and team.",-121.107613615806,39.3682089273551
Public Art Inventory,Iron sculpture -- Ridge Cafн© sign,23918 Highway 49,North San Juan,CA,95960,,,"Artist: Eric Clausen.  An iron sculpture/sign at The Ridge Cafe. A cafe frequented by artists, farmers, craftsmen, tradesmen, mountain folk, neighbors, travelers, out-door enthusiasts, health-nuts, hippies & hillbillies.",-121.106088113858,39.3168692616133
Public Art Inventory,"""DeRailed""  bike rack",10065 Donner Pass Rd.,Truckee ,CA ,96161,,,"Artist: Bernie LaForest of Striker Forge.  ''DeRailed'' which is part of the Truckee Artistic Bike Rack Project by TPAC, is made of repurposed rail steel. Created by artist Bernie LaForest of Striker Forge, it represents the railRd. and its role bringing commerce to California. It is fittingly placed in the plaza across from Truckee Train Station and was commissioned by the Town of Truckee.",-120.185776174143,39.3277070026077
Public Art Inventory,"""El Dragon""  bike rack",15888 S. Shore Dr.,Truckee ,CA ,96161,,,"Artist: Mountain Forge, based on two second gradersду» design - Hope Smith and Florian Standteiner. ''El Dragon'' is part of the Truckee Artistic Bike Rack Project. It came to life with the help of Mountain Forge. Located at West End Beach on Donner Lake. It is meant to honor the Chinese who worked on the railroad in Truckee.",-120.290848334613,39.3216290675024
Public Art Inventory,"""High Iron""  bike rack.",10156 Donner Pass Rd.,Truckee ,CA ,96161,,,"Artist: Bernie LaForest, Striker Forge. ''High Iron'' by Bernie LaForest of Striker Forge is the most vertical in the Truckee Artistic Bike Rack project. The sculpture is made of rail steel and was commissioned by the Town of Truckee.",-120.187201809482,39.3273390564858
Public Art Inventory,"""Locomotion"" bike sculpture",10091 Donner Pass Rd.,Truckee ,CA ,96161,,,Artist: Fred Besch. ''Locomotion'' was created by local kinetic artist Fred Besch. The giant bike sculpture can be found in the plaza west of the historic Flying A building. The sculpture represents residents' love of biking. The art shares plaza space with a giant chess board that was created and donated by Truckee Roundhouse Makerspace.,-120.186692469208,39.3273807347359
Public Art Inventory,"""Martis Sculpture"" - front of Martis Outlook professional building.",,Truckee ,CA ,96161,,,"Artist: Anton Standteiner, Mountain Forge. ''Martis Sculpture'' was created by artist Anton Standteiner of The Mountain Forge and commissioned by the Town of Truckee.The flow and style of the sculpture honors the Native American people who once inhabited Martis Valley. It stands in front of the Martis Outlook professional building on the corner of Soaring Way and Truckee Tahoe Airport Way.",-120.254453000147,39.3530684002738
Public Art Inventory,"""Mountain Flowers"" sculpture",Pioneer Trail Roundabout,Truckee ,CA ,96161,,,"Artist: Troy Corliss, Gallery 5830'. Mountain Flowers sculpture stands 16-18 feet high in the roundabout across from the Truckee Donner Community Center on Donner Pass Rd..  The sculpture was a gift to the Town of Truckee from artist Troy Corliss of Gallery 5830'. Other contributors, in services or supplies, were The Mountain Forge, JMC Industrial Finishing, Huldrege & Kull, and Perennial Landscape & Nursery.",-120.177711590901,39.3363059732852
Public Art Inventory,"""The Band""",10644 Donner Pass Rd.,Truckee ,CA ,96161,,,"Designed by Anton Standteiner, this metal sculpture suggests the flow and movement of music.",-120.195261990082,39.3263800683813
Public Art Inventory,"""The Feather""  bike rack project.",8924 Donner Pass Rd.,Truckee ,CA ,96161,,,Artist: Lauren Bello Okerman.  ''The Feather'' is part of the Truckee Artistic Bike Rack Project by TPAC. It was designed by Lauren Bello Okerman and is made of powder coated steel. The art serves as a bike rack in front of the Truckee Donner Recreation & Park District. This sculpture was sponsored by the Queen of Hearts Women's Fund.,-120.173367684937,39.3392134671759
